title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Java开发-长沙,长沙,Java,本科,在校/应届,"[""Java"", ""SpringCloud"", ""MySQL"", ""Redis"", ""Oracle"", """"]","[8000, 13000]",13薪,"[""\u901a\u8baf\u8865\u8d34\uff0c\u5e73\u53f0\u597d\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u9910\u8865""]",招聘HR,陈女士招聘HR,0,思特奇,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210624/4614027de799e90c5c3850ac415a6243e4d39b678d02983c2568e12a15471707.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/d34889b50303efe51HZ52Ny_FVNX.html?lid=91zA49kJGBv.search.48&securityId=6QtgC5CoZb0ms-41dcGNoidl8PH7GlXo1CRY4QQNXqgDjAVOadj48z-4PdIIhpaXl4PSoeI12ELv0_8CcjxRyQwGp_IOHHKss_OMhJ0QEtDuPnBKP3yhBXXXj50b5JIakOY3V9qb&sessionId=,https://www.zhipin.com/gongsi/f266ace18c1d19ac1HJz3g~~.html,芙蓉区
Java开发-长沙,长沙,Java,学历不限,经验不限,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java""]","[12000, 24000]",13薪,"[""\u4f4f\u623f\u8865\u8d34\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u80a1\u7968\u671f\u6743\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956\uff0c\u5305\u5403\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5168\u52e4\u5956\uff0c\u5e26\u85aa\u5e74\u5047""]",Java开发,范武胤Java开发,0,蚂蚁集团,"https://img.bosszhipin.com/beijin/mcs/banner/b10345f203d9c0270a26df28e9c00429cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,D轮及以上,"[0, 10000]",https://www.zhipin.com/job_detail/71390752f733b9001HRy2Nq9GFBR.html?lid=91zA49kJGBv.search.49&securityId=RTgtspq0ScYuY-O1TAhmD0E5P2ZUKKwX-qOob7SiNP6mRkM85mi0oBJe4wXNfs4gdl4x__fH_ncyrICI_7I23OzfJYwwoEBhJqgNWvQUwVshKLKm0byuvvZojzpdHEtbthGxVLRmrRmwmQ~~&sessionId=,https://www.zhipin.com/gongsi/bf6885d3e6e69ba41HR609m-GVU~.html,岳麓区
Java,长沙,Java,大专,1-3年,"[""Java"", ""JavaScript""]","[7000, 8000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229""]",市场经理,李谨市场经理,0,星河云程,"https://img.bosszhipin.com/beijin/upload/com/logo/20190823/73059d4d907c72da40152491b33313eed62348aed568cb042e7a1f4d33675446.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/8cdfc226515100e233R42tm5FFs~.html?lid=91zA49kJGBv.search.50&securityId=GolLeu_JTOuR1-11xhm4DSPY5keTbp0hYfRDUgFSvlqRiXHqvQrAY0NtpYhwhJ6TLF9s_D-jSLAl7W_CcU3n6-KOf3A1fe4KAd-TVRzQfj-XDEOF9kH0A7fJidDcrVkdeglZeW9l5SE~&sessionId=,https://www.zhipin.com/gongsi/adb9edeb6f3a52e20nFz2tq9Fw~~.html,开福区
Java,长沙,Java,大专,经验不限,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""\u8ba1\u7b97\u673a/\u8f6f\u4ef6\u5de5\u7a0b\u76f8\u5173\u7ecf\u9a8c"", ""Java\u5f00\u53d1\u7ecf\u9a8c"", """", """"]","[5000, 7000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0""]",人事总监,郑鑫人事总监,0,湖南仁宏科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/logo/20210222/01272840b87826ab27351c955ca8162dd8ba38d280bfd6c55ad23ec6976854a3.png?x-oss-process=image/resize,w_100,limit_0",医疗/护理/卫生,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/944b72d4346b39531Xx72d-1ElBX.html?lid=91zA49kJGBv.search.51&securityId=bQWAuVBaEY37k-A1vFDtAGBZK-9qKYOSZG1v_ssqRIZNgbZ_ffZCaQrfDaMAJaN-z_-5fxNLqVxR5jhCgw6UwLfYlUPJLR8AqGTMnPfkRkTDftxuMovUzhcEdO3lS15FpWHvBXfEMCpJyg~~&sessionId=,https://www.zhipin.com/gongsi/902a6457e916fd3d1nZ70t-5EFE~.html,岳麓区
java开发工程师,长沙,Java,大专,3-5年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""Java\u5f00\u53d1\u7ecf\u9a8c"", ""\u6e05\u7ed3\u7b97\u9879\u76ee \u94f6\u884c\u9879\u76ee""]","[12000, 14000]",13薪,"[""\u9ad8\u6e29\u8865\u8d34\uff0c\u9910\u8865\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0""]",客户经理,梁红客户经理,0,迈创,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170728/8f37181d22dfacfdd1c6e126550ef4ce456b38be15845d01c97cd6fdf44b4745.jpg?x-oss-process=image/resize,w_100,limit_0",物流/仓储,C轮,"[1000, 9999]",https://www.zhipin.com/job_detail/61241c866520e4231XN639-4EVJR.html?lid=91zA49kJGBv.search.52&securityId=zX09rHjdAHSNF-k1lziGtrICuaE0BUBqWQX59E5XMA2s4CL035YxqwQ_Vo-iKYE6ihuPT4GJs5chLC2eRFegRTQGi4JwGlVeLW6aKKKF2c8gVYi4pznogp42JerzZ3_FACmSvYQeBYM~&sessionId=,https://www.zhipin.com/gongsi/3f9dccb7c508b3600XNy3dW7.html,天心区
java,长沙,Java,大专,3-5年,"[""Java"", ""SpringCloud"", ""Spring"", ""MySQL"", ""SQL Server"", """", """", """"]","[9000, 10000]",0薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8282\u65e5\u798f\u5229""]",招聘主管,黎女士招聘主管,0,拓维云创,"https://img.bosszhipin.com/beijin/mcs/banner/b412c0b2148450da6fcc757be4f6e6fbcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/eacbaf53bc09534f1HZ5396_F1RX.html?lid=91zA49kJGBv.search.53&securityId=1bKUpBM3hMPlw-R16UMEimUq5wJfdHyzl8_ekIFPOoJabirlDLasc4MmRGhuqRKfASS5YQRilyT0L-YucvbfKslBYaT27ANlPEHH7IqIaPrVeH-tj_JFq8UVmlme9_d_pwdVKEQdt5lgwAin2AZtlXUoqZ3S7UQebw8DNMuRSgzasgs~&sessionId=,https://www.zhipin.com/gongsi/f068c40c49b3c0c10Xx83Nu-Ew~~.html,天心区
Java开发工程师（五险一金+双休）,长沙,Java,大专,3-5年,"[""SQL"", ""MVC\u5f00\u53d1"", ""\u540e\u7aef\u5f00\u53d1"", ""Spring"", ""Struts"", ""SVN"", ""GIT"", """"]","[10000, 14000]",0薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u56e2\u5efa\uff0c\u805a\u9910K\u6b4c\uff0c\u8282\u65e5\u798f\u5229\uff0c\u664b\u5347\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",人事专员,余亚敏人事专员,0,誉托科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160504/c0261c4ae1f55d4785aefa35f5d4054657eedc2b02a62758c2b08aac61a03246.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/a9d9a53250fbd7e71XV729-8EFpY.html?lid=91zA49kJGBv.search.54&securityId=9cD7ow7X1SNsr-l1qdWsSPWd5yYS7yOJqVhRXj5Z-blAXjQA_qj9Fn3a74WTMXiS_yzvEo93uwJAfaPAb7FulwId8F_QSHvxXqkpxIgC0iE1XT7ypM98N9HgHkLTDhWyegGeZpocLq4~&sessionId=,https://www.zhipin.com/gongsi/f6b3f725c3be9bd21XF53N24.html,长沙县
Java,长沙,Java,本科,3-5年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""Spring"", ""MyBatis""]","[7000, 10000]",0薪,"[""\u5bbf\u820d\u6709\u7a7a\u8c03\uff0c\u514d\u8d39\u5de5\u88c5\uff0c\u5305\u4f4f\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5305\u5403\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u751f\u65e5\u798f\u5229""]",招聘HR,王正垣招聘HR,0,翼任,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/ab151fe03c2cb4ee1X1z2Nu6EFJS.html?lid=91zA49kJGBv.search.55&securityId=UXadPcdxU8qbO-y1oz_WMOg6LjAZa3Muv086glLAVs1HxZcxdTAK6U-iqBw4sKUH9Kx17TsbYPSPM8YXofzFU6AAQlAF6gODPCnjP5vaZRT57V086bGOZL8MKoHAWfEBBy3mC-7svaT5DLUp0zKUhfG5ZI0vaEfdKXQxNXsdcVILbcOn&sessionId=,https://www.zhipin.com/gongsi/aa8316be124ed93d1X162du9FlQ~.html,望城区
JAVA工程师,长沙,Java,大专,1-3年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""Python"", ""MySQL"", ""Java\u5f00\u53d1\u7ecf\u9a8c"", """", """"]","[20000, 30000]",13薪,"[""\u5168\u52e4\u5956\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u514d\u8d39\u5de5\u88c5\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865""]",人事经理,叶女士人事经理,0,湖南人爱公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230220/7bf6f160950405e9b902d1eb8815cd863eb9346dc5e5ced312ceee83bd3ddac9d5a24a8b5f2e0dda.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/b6e39cb9b2609e681XJ90tq0E1ZZ.html?lid=91zA49kJGBv.search.56&securityId=mPciBvsXESUtW-r1oyRP6BivgtwMEPr_rHFvRYMvEG_3czyqoSyhvOhx-ZcqMLvN4P4mU15GKbp04BLpFS5XcmPPBTXMmSlQY3fywVaLyr4PkYA7eyWvYpZr5weiGJ1_VQeTSK3_ypfVJA~~&sessionId=,https://www.zhipin.com/gongsi/f314f04f1a8766d11XB42Nm0FVU~.html,天心区
JAVA工程师,长沙,Java,大专,1-3年,"[""Java"", ""\u540e\u7aef\u5f00\u53d1""]","[4000, 6000]",0薪,"[""\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956""]",HR,周丽芳HR,0,众正空间,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/12dc64a94121000b03V-2Nu9EVI~.html?lid=91zA49kJGBv.search.57&securityId=yUms2GHzJ62j1-B1MV4XTe20K9YmDK1ftx3WHu7yweJ47xKauzy2ohY30BREZAcOaSw8YDEbCU6a2azw6Gpd-o9ZN62-1AWMafQv2dXv8UmwfF1HULqDYg_O58wp917oGEelcpH70Q~~&sessionId=,https://www.zhipin.com/gongsi/f37bde85acb563a31nJ539u9Eg~~.html,雨花区
Java开发工程师,长沙,Java,大专,1-3年,"[""SQL"", ""\u7f51\u7edc\u534f\u8bae"", ""Spring"", ""SpringBoot"", ""SpringMVC"", ""MySQL"", """", """"]","[7000, 10000]",0薪,无,人事主管,伍女士人事主管,0,汇龙科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160512/e6012e7b0d6b7fb007e224a6dceb3fb3c6067ccb4a3418f236322b7e3d02acd6.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/f87489131a61f85c1Xdy3NS8FVpT.html?lid=91zA49kJGBv.search.58&securityId=ZOvm31sNl3HxG-S1sn_c0BjQUJ174oD01AeehawItdVBSOQJMcblEsmdXKlc_-U-U-fkaWQ-xjDPwTsYFYeVai_qXT_e11WOlQHMkw7OSmtuOA0ua7SvaWEjBFVTzCxgqAj4Kp5C5A~~&sessionId=,https://www.zhipin.com/gongsi/721774e084f8b4e31nB539-1.html,芙蓉区
Java开发,长沙,Java,大专,1-3年,"[""Spring"", ""MySQL"", ""\u540e\u7aef\u5f00\u53d1"", ""Linux"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""Shell"", """", """"]","[5000, 6000]",0薪,无,人事部经理,李晔人事部经理,0,飞动科技,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/b44c8abb632cbf491nx43N-7GVpS.html?lid=91zA49kJGBv.search.59&securityId=YNivCM187fVEl-g1kDHfBF-pT-39QlW23bxIJBisY3S7kxhu5K9iMqANvkIKHidb01QE_HTufcAaT4PWlyATS_taFXixzwSmp1Lwoo4guX31TlDWIvKzQaK8ACkKTsW8I-2__Gjbl-S2lA~~&sessionId=,https://www.zhipin.com/gongsi/227d0ef4acf88f8b1nFy0tW5EFU~.html,岳麓区
Java开发,长沙,Java,本科,3-5年,"[""\u4e0b\u80a2\u6b8b\u75be"", ""Java"", ""\u80a2\u4f53\u6b8b\u75be"", ""\u5fae\u670d\u52a1\u67b6\u6784""]","[8000, 12000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u9910\u8865\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u52a0\u73ed\u8865\u52a9""]",经理,徐海锋经理,0,航天联盟国际航空服务,"https://c-res.zhipin.com/jrs/bfdd283bbcbda3ffcdd757970c9a3064.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/11ff3fc33afd4c8b1nV629S_E1JQ.html?lid=91zA49kJGBv.search.60&securityId=9Wap8F26Pyrf_-L1YJNpuFwt4IIsb-yRemw6CYiSg1GQ8o8tFk2Tvqvs2u9yYOfBZLm6rQBlqdKVgbWNJWBoK9aA1AwiRHc_EyEPyNi0qqMosR4LBGY4frDV0RGfdb8KHIw3nXby2rsKSUHcMwViKZU1Im_HFAiRxZkuRpade21dK17_Yg~~&sessionId=,https://www.zhipin.com/gongsi/4626c64f55e425541nV70t29FlM~.html,雨花区
Java,长沙,Java,大专,1-3年,"[""\u5206\u5e03\u5f0f\u6280\u672f"", ""MVC\u5f00\u53d1"", ""Spring"", ""Netty"", ""MySQL"", ""Java"", """", """"]","[7000, 10000]",0薪,无,技术总监,康海新技术总监,0,仁捷信息科技,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/b89110f9fe8373aa1nV609q7FVZY.html?lid=91zA49kJGBv.search.61&securityId=mWfdYzqCvKTYI-G1dkK2_qw2eBEyVRpXSapYKzF16GY9fCPvVXDowkXHIhpyr0bR7b3AzhV9xW1Xzxog6nMEjxQLndQAZigHrJvx7ZeVexmZoj31K1-g9PsjO8toznGYhG21-nbUviI~&sessionId=,https://www.zhipin.com/gongsi/33fc8886c43867371HV739S4FA~~.html,芙蓉区
初级JAVA工程师,长沙,Java,大专,1-3年,"[""SpringBoot"", ""MySQL"", ""\u540e\u7aef\u5f00\u53d1"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""GIT"", """", """"]","[5000, 8000]",13薪,"[""\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956""]",产品经理,李瑶产品经理,0,长沙微数信息科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/59f712eda1606e841nJ_2N27FldS.html?lid=91zA49kJGBv.search.62&securityId=6TZqCdvSC4WzF-O16v6VjZRICdYP0rbWWLg4r-aN3Hljlzb0auruZGXCFx07oizKM_znWrN_ae1TJurlJ2hbxFZSmSCB5uYuG-ZGKZ3CTekAb_Zy4nyzDP_ACUF0Yu9IsdHjQqbUdvU~&sessionId=,https://www.zhipin.com/gongsi/f0adfcbeb968dbd71X162tu6FQ~~.html,岳麓区
java软件开发工程师,长沙,Java,大专,1-3年,"[""Java"", ""SQL Server"", ""Spring"", ""Oracle""]","[5000, 7000]",0薪,"[""\u5bbf\u820d\u6709\u7a7a\u8c03\uff0c\u5305\u4f4f\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5e74\u7ec8\u5956""]",招聘者,曾孟莲招聘者,0,长沙茗凯,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20231009/7bf6f160950405e92b3471e76030bde5ceeb5edd29ccb85df89deed6e802e42b6d758ccdfcd36467.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/91388f875c50218b1HV53dq8F1RX.html?lid=91zA49kJGBv.search.64&securityId=jATxA8hNiI8Nu-B1vlBb0NxgeyhpARQDm9VSzukdrCfqSZ0ZSADotJvyFC1gJ9WNedZBdaiE_scgCc2Cbx9L1Q8FpRwP1zdkki4AaaBJanp6xKalpdajhHrVupF4ZyKGtIYVA_qPuIr6SA~~&sessionId=,https://www.zhipin.com/gongsi/45d8566dbf2a77f91XJ52dW9E1c~.html,雨花区
java开发,长沙,Java,大专,3-5年,"[""Java""]","[9000, 13000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1""]",招聘专员,周翩招聘专员,0,湖南翌成管理有限公司,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/f3bbf69b11c7e8131HV439m7ElZR.html?lid=91zA49kJGBv.search.65&securityId=KA75eUXNqlIs7-O1aDwgP_fXLkjgE7AUkQAV1At3tMSTqmOu29SnHEiC3NRdUa9UkS68zaO1lcqQs-9SQlYdKzhjMemWJxhfaG2G7fBGR8RjDn3cz-j26tNLX916WHBNODm_FxWEUiy_0w~~&sessionId=,https://www.zhipin.com/gongsi/531832169162b9fa1HR_2N20FFc~.html,岳麓区
JAVA中级工程师,长沙,Java,大专,1-3年,"[""Java""]","[11000, 15000]",0薪,无,人事,孟诗涵人事,0,和粮全域大数据,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20171024/f12be1620f5b27e390cfa45f19a5e7da2abb21886714cdd9bd1e9b51c23876ca.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/e8096f17bf079c0b1nV_39--FlBT.html?lid=91zA49kJGBv.search.66&securityId=wwnE8cZIA2oDG-t1gJw6gJqoksX1NvmXk-8NLoAHNr_mnDh5lXQhNAlSBx8Qhz05TnQAxfGevUmX8XcI_ff1B5867yhsyuKNLaLTrLmd5FfK1ED7jokuPvpjFB-lSkfd3gOyiGsrib53&sessionId=,https://www.zhipin.com/gongsi/9d2f977c81017f0e1nV939q7EQ~~.html,芙蓉区
Java开发工程师,长沙,Java,大专,3-5年,"[""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u8f6f\u4ef6\u5f00\u53d1""]","[5000, 8000]",0薪,"[""\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\uff0c\u5168\u52e4\u5956""]",人事行政,袁金花人事行政,0,浩微,"https://img.bosszhipin.com/beijin/upload/com/logo/20210629/018f76bd18ee09db0a72dd565b6a96bca2593ca37eff46bef55c3ca79f496e81.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[100, 499]",https://www.zhipin.com/job_detail/ff4106af85da48b61XZ639u6GVZR.html?lid=91zA49kJGBv.search.67&securityId=A8aLOw6CDsHuq-81dOirLt5-MSxK7uPd6E9d5btzx5LhdFjcxQ6E6NaPNGZNAyBz61TOq9eTOMtmK6wkiJEsuxBb8ZkIbG4P_qiGZCHf4rFSgnAq26b4syO3ymBpmIvn4KZGphahGHY~&sessionId=,https://www.zhipin.com/gongsi/1943237ab06918c50nFy0t28Ew~~.html,岳麓区
JAVA开发工程师,长沙,Java,大专,1-3年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""Java\u5f00\u53d1\u7ecf\u9a8c""]","[5000, 8000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u5e26\u85aa\u5e74\u5047""]",招聘人员,史女士招聘人员,0,创博龙智,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190313/fe789aa83f073819c655486b522bf0620dfaebbacbc45d1696b32a181d59f467.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/d89414354bfab5361HV82925FlFS.html?lid=91zA49kJGBv.search.68&securityId=3sekEwbDJJN0f-y1gB4RZGsLQGkZA9b8V55-WGMEXKJ2_XQSFoZ-dUgTmWQZIB8s4IYXaKKSgt0kkeeMSi8Do1mCLWiI_muNtx-dQzq370vjCosAeOnsiJjx9Id7-I4VA2wedPieFM1R&sessionId=,https://www.zhipin.com/gongsi/9e9ef3a424d4fe241nR939q1GA~~.html,岳麓区
软件工程师（java）,长沙,Java,大专,1-3年,"[""Java""]","[6000, 8000]",0薪,"[""\u751f\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u9910\u8865\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1""]",人事,胡烨人事,0,卡友支付服务有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20231114/7bf6f160950405e9df13841690d93d4a232ef012d26a5410a0948299d208c75527acecc605086957.png.webp?x-oss-process=image/resize,w_100,limit_0",互联网金融,未融资,"[500, 999]",https://www.zhipin.com/job_detail/a76299611d6ba8361HRz3Ni0E1NV.html?lid=91zA49kJGBv.search.69&securityId=KZvZujGIpj5Z_-n1rPdjSJ0P7R0EEvBgFhEY-i2qUVnkdLLJ_r3rV_PgwuPIM4zlpww9H3brXrARlLN5zPu0_DEdJ7xTX2Zzk0RDNxT1xsYkmkTGwBKvJ7oPYdXsDi4ASvWn5VDDmA~~&sessionId=,https://www.zhipin.com/gongsi/1aa970bbfe48fb1433Vz2tm9.html,岳麓区
初级JAVA工程师,长沙,Java,本科,1-3年,"[""\u540e\u7aef\u5de5\u7a0b\u5e08"", ""Java"", ""Spring""]","[6000, 8000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u610f\u5916\u9669\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669""]",项目助理,周婷婷项目助理,0,湖南电信数智公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230210/7bf6f160950405e9f74609599aeb64d45ad6091c2b96241a9b2d584f22c34733b242ff7c6fcad4c8.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/5e6a3fc3b460caba1X180tm8GFdV.html?lid=91zA49kJGBv.search.70&securityId=4YtVTfnJePweV-h1IPuMpdPBRkS5ldZ0p_GvUH0QDhoK-G83jbdShpwO5aXxdPnJPJBkQUjd4my3HWolmeiieWc8GDpespCTGyNS7_SD96qhsetMmuMYN1KP_T0VvPukYiza7sUQuh5ksw~~&sessionId=,https://www.zhipin.com/gongsi/732b41823727a8021ndz0tu-F1A~.html,开福区
